,Title,Genre,Album_Date,Video_Date,Score
1054,Travis Scott - Birds In the Trap Sing McKnight ALBUM REVIEW," 2016 / grand hustle / southern hip hop, trap, pop rap, r&b, bad dancehall",2016,9/7/2016,3
1055,Vince Staples - Prima Donna EP REVIEW," 2016 / def jam recordings / west coast hip hop, hardcore hip hop",2016,9/2/2016,7
1056,Young Thug - Jeffery MIXTAPE REVIEW," 2016 / 300 entertainment / trap rap, pop rap, southern hip hop",2016,9/1/2016,7
1057,Carly Rae Jepsen - Emotion: Side B EP REVIEW," 2016 / interscope records / pop, dance pop",2016,8/31/2016,8
1058,Ka - Honor Killed the Samurai ALBUM REVIEW," 2016 / iron works records / east coast hip hop, experimental hip hop, almost spoken word, ambient hip hop",2016,8/29/2016,8
1059,AJJ - The Bible 2 ALBUM REVIEW (FKA Andrew Jackson Jihad)," 2016 / sideonedummy / folk punk, indie rock, alternative rock",2016,8/25/2016,5
1060,Frank Ocean - Blonde ALBUM REVIEW (Endless / Boys Don't Cry)," 2016 / self-released / alternative r&b, art pop, neo-soul",2016,8/23/2016,8
1061,Thee Oh Sees - A Weird Exits ALBUM REVIEW," 2016 / castle face / garage punk, noise rock, psych rock",2016,8/19/2016,8
1062,Rae Sremmurd - Sremmlife 2 ALBUM REVIEW," 2016 / interscope / pop rap, trap rap, southern hip hop",2016,8/18/2016,6
1063,PartyNextDoor - P3 ALBUM REVIEW," 2016 / ovo sound / alternative r&b, contemporary r&b, westernized dancehall",2016,8/17/2016,4
1064,Lil Uzi Vert - The Perfect LUV Tape MIXTAPE REVIEW ft. D. Respect," 2016 / self-released / sorta psychedelic trap crooner stuff, pop rap, cloud rap",2016,8/16/2016,3
1065,Noname - Telefone MIXTAPE REVIEW," 2016 / self-released / jazz rap, neo-soul",2016,8/10/2016,8
1066,Ghoul - Dungeon Bastards ALBUM REVIEW," 2016 / tank crimes / crossover thrash, hardcore punk, death thrash hxc funny times with cool stories",2016,8/9/2016,7
1067,Descendents - Hypercaffium Spazzinate ALBUM REVIEW, 2016 / epitaph records / punk rock,2016,8/8/2016,5
1068,2 8 1 4 - Rain Temple ALBUM REVIEW," 2016 / dream catalogue / ambient, downtempo, drone, \""vaporwave\""?",2016,8/5/2016,6
1069,Show Me The Body - Body War ALBUM REVIEW," 2016 / self-released / hardcore punk, punk rap, sludge metal, noise rock",2016,8/4/2016,8
1070,Bones - PaidProgramming2 MIXTAPE REVIEW," 2016 / seshhhhh / cloud rap, goth trap",2016,8/3/2016,6
1071,DJ Khaled - Major Key ALBUM REVIEW," 2016 / epic records group / pop rap, hip hop, trap rap, decent club anthems",2016,8/2/2016,6
1072,Kemba - Negus ALBUM REVIEW," 2016 / self-released / jazz rap, east coast hip hop, conscious hip hop but don't call it that",2016,7/29/2016,7
1073,Gucci Mane - Everybody Looking ALBUM REVIEW," 2016 / atlantic records / southern hip hop, trap rap, pop rap",2016,7/26/2016,6
1074,The I.L.Y's - Scum With Boundaries ALBUM REVIEW," 2016 / third worlds? / art rock, experimental rock, freaky punk shit, noise rock, progressive rock, grunge a little bit?",2016,7/21/2016,8
1075,BADBADNOTGOOD - IV ALBUM REVIEW," 2016 / innovative leisure / jazz fusion, soul, instrumental hip hop, soul jazz, nu jazz",2016,7/15/2016,7
1076,Woods - City Sun Eater in the River of Light ALBUM REVIEW, 2016 / woodsist / psychedelic folk rock,2016,7/12/2016,7
1077,Deerhoof - The Magic ALBUM REVIEW," 2016 / polyvinyl / indie rock, noise pop, art punk",2016,7/11/2016,7
1078,The Avalanches - Wildflower ALBUM REVIEW," 2016 / xl recordings / plunderphonics, neo-psychedelia, ",2016,7/8/2016,7
1079,Logic - Bobby Tarantino MIXTAPE REVIEW," 2016 / self-released mixtape / pop rap with trap vibes on the instrumentals, jazz rap a couple of times, sorta conscious hip hop",2016,7/6/2016,5
1080,Blood Orange - Freetown Sound ALBUM REVIEW," 2016 / pop, synth pop, contemporary r&b, synth funk",2016,7/4/2016,6
1081,Riff Raff - Peach Panther ALBUM REVIEW," 2016 / bmg / pop rap, trap rap, southern hip hop",2016,6/29/2016,4
1082,Red Hot Chili Peppers - The Getaway ALBUM REVIEW," 2016 / warner bros. / alternative rock, funk rock",2016,6/28/2016,5
1083,Swans - The Glowing Man ALBUM REVIEW," 2016 / young god records / experimental rock, post-punk, noise rock, psychedelic rock, drone, neofolk, transcendental auditory experience",2016,6/24/2016,9
1084,clipping. - Wriggle EP REVIEW," 2016 / sub pop / noise rap, industrial hip hop, experimental hip hop",2016,6/23/2016,7
1085,Nails - You Will Never Be One of Us ALBUM REVIEW," 2016 / powerviolence, metalcore, hardcore punk, grindcore, sludge metal",2016,6/21/2016,8
1086,YG - Still Brazy ALBUM REVIEW," 2016 / west coast hip hop,  g funk, conscious hip hop",2016,6/20/2016,8
1087,Xenia Rubinos - Black Terry Cat ALBUM REVIEW," 2016 / anti- / art pop, soul funk hip hop r&b fusion",2016,6/11/2016,8
1088,Joey Purp - iiiDrops MIXTAPE REVIEW," 2016 / self-released / conscious hip hop, hardcore hip hop, pop rap",2016,6/9/2016,7
1089,Olga Bell - Tempo ALBUM REVIEW," 2016 / one little indian / synth pop, art pop, techno, house",2016,6/8/2016,7
1090,Vic Mensa - There's Alot Going On EP REVIEW," 2016 / rock nation / pop rap, conscious hip hop, trap, hardcore hip hop",2016,6/7/2016,5
1091,Flume - Skin ALBUM REVIEW," 2016 / mom + pop records / wonky, contemporary r&b, alternative r&b, glitch hop",2016,6/2/2016,5
1092,Marissa Nadler - Strangers ALBUM REVIEW," 2016 / sacred bones / singer-songwriter, indie folk, psych folk",2016,5/25/2016,8
1093,Car Seat Headrest - Teens of Denial ALBUM REVIEW," 2016 / matador / lo-fi indie, bedroom pop, indie rock",2016,5/24/2016,8
1094,Modern Baseball - Holy Ghost ALBUM REVIEW," 2016 / run for cover records / emo, pop rock, indie rock",2016,5/23/2016,7
1095,Kvelertak - Nattesferd ALBUM REVIEW," 2016 / roadrunner / uh, blackened hard rock with a little hardcore punk mixed in?",2016,5/20/2016,6
1096,Kaytranada - 99.9% ALBUM REVIEW," 2016 / xl recordings / contemporary r&b, instrumental hip hop, dance pop, house",2016,5/19/2016,6
1097,Chance The Rapper - Coloring Book MIXTAPE REVIEW," 2016 / self-released / jazz rap, conscious hip hop, pop rap, hip house, 5 autotuned kanyes singing through a simultaneousa heart attack.",2016,5/18/2016,7
1098,ANOHNI - Hopelessness ALBUM REVIEW," 2016 / secretly canadian / art pop, glitch pop",2016,5/17/2016,6
1099,Gorguts - Pleiades' Dust EP REVIEW," 2016 / season of mist / death metal, technical death metal, sludge metal",2016,5/16/2016,8
1100,Skepta - Konnichiwa ALBUM REVIEW," 2016 / boy better know / grime, uk hip hop, pop rap",2016,5/13/2016,7
1101,James Blake - The Colour In Anything ALBUM REVIEW," 2016 / polydor records / alternative r&b, singer-songwriter, ambient pop, art pop, uk bass, future garage",2016,5/12/2016,5
1102,Vektor - Terminal Redux ALBUM REVIEW," 2016 / earache records / blackened thrash metal, progressive metal",2016,5/11/2016,8
1103,Radiohead - A Moon Shaped Pool ALBUM REVIEW," 2016 / xl recordings / art rock, chamber pop, ambient pop, krautrock",2016,5/10/2016,8
1104,Lil Uzi Vert - Lil Uzi Vert Vs. The World MIXTAPE REVIEW," 2016 / generation now / trap rap, auto-tuned rap ballads, pop rap",2016,5/10/2016,4
1105,Death Grips - Bottomless Pit ALBUM REVIEW," 2016 / harvest records / industrial hip hop, abstract hip hop, noise rock, glitch hop, digital hardcore",2016,5/9/2016,9
1106,Aesop Rock - The Impossible Kid ALBUM REVIEW," 2016 / rhymsayers / abstract hip hop, experimental hip hop",2016,5/6/2016,8
1107,King Gizzard & The Lizard Wizard- Nonagon Infinity ALBUM REVIEW," 2016 / flightless / psych rock, garage rock, garage punk, heavy psych, noise rock",2016,5/5/2016,8
1108,Drake - Views ALBUM REVIEW," 2016 / young money / pop rap, dancehall, contemporary r&b",2016,5/2/2016,4
1109,Xiu Xiu - Plays the Music of Twin Peaks ALBUM REVIEW," 2016 / polyvinyl / art rock, noise rock, experimental rock, dark ambient, jazz",2016,4/29/2016,9
1110,Beyoncé - LEMONADE ALBUM REVIEW," 2016 / columbia / contemporary pop, art pop, alternative r&b, soul, hard rock, funk, country",2016,4/27/2016,8
1111,A$AP Ferg - Always Strive And Prosper ALBUM REVIEW," 2016 / rca / pop rap, trap rap, hardcore hip hop, hip house",2016,4/26/2016,2
1112,Sturgill Simpson - A Sailor's Guide To Earth ALBUM REVIEW," 2016 / atlantic records / alt-country, southern soul, chamber pop",2016,4/26/2016,8
1113,Spark Master Tape - Silhouette of a Sunkken City MIXTAPE REVIEW, 2016 / self-released / incredibly lackluster internet rap with gimmicky vocals,2016,4/22/2016,2
1114,Deakin - Sleep Cycle ALBUM REVIEW," 2016 / self-released / psychedelic folk, experimental folk, elecronic, drone",2016,4/19/2016,7
1115,PJ Harvey - The Hope Six Demolition Project ALBUM REVIEW," 2016 / island records / art rock, alternative rock, folk rock",2016,4/18/2016,7
1116,M83 - JUNK ALBUM REVIEW," 2016 / mute / synth pop, indietronic",2016,4/17/2016,3
1117,Parquet Courts - Human Performance ALBUM REVIEW," 2016 / rough trade / art punk, indie rock",2016,4/15/2016,7
1118,Deftones - Gore ALBUM REVIEW, 2016 / reprise / alternative metal,2016,4/14/2016,4
1119,Tim Hecker - Love Streams ALBUM REVIEW," 2016 / 4ad / ambient, experimental, glitch, progressive elecronic",2016,4/13/2016,5
1120,Babymetal - Metal Resistance ALBUM REVIEW ft. Digibro," 2016 / j-pop, heavy metal, nu-metal, alternative metal",2016,4/12/2016,6
1121,Babyfather - BBF (Hosted by DJ Escrow) ALBUM REVIEW," 2016 / hyperdub / abstract hip hop, spoken word, sound collage, uk hip hop",2016,4/12/2016,6
1122,Open Mike Eagle & Paul White - Hella Personal Film Festival ALBUM REVIEW," 2016 / mello music group / abstract hip hop, conscious hip hop",2016,4/8/2016,7
1123,Explosions In the Sky - The Wilderness ALBUM REVIEW," 2016 / temporary residence / post-rock, instrumental rock, ambient",2016,4/7/2016,4
1124,Ash Koosha - I AKA I ALBUM REVIEW," 2016 / ninjatune / glitch, wonky, idm, experimental electronica",2016,4/6/2016,6
1125,Weezer - Self-Titled (White) ALBUM REVIEW," 2016 / atlantic / power pop, alternative rock",2016,4/5/2016,8
1126,Domo Genesis - Genesis ALBUM REVIEW," 2016 / odd future / jazz rap, neo-soul",2016,4/2/2016,4
1127,Various Artists - Southern Family COMPILATION REVIEW," 2016 / elektra records / contemporary country, folk rock, southern soul",2016,3/31/2016,8
1128,Black Mountain - IV ALBUM REVIEW," 2016 / jagjaguwar / psych rock, stoner rock, progressive rock, heavy psych",2016,3/30/2016,7
1129,Zayn - Mind of Mine ALBUM REVIEW," 2016 / rca / electropop, contemporary r&b, alternative r&b",2016,3/29/2016,4
1130,Kano - Made In the Manor ALBUM REVIEW," 2016 / uk hip hop, grime",2016,3/24/2016,7
1131,The Body and Full of Hell - One Day You Will Ache Like I Ache ALBUM REVIEW," 2016 / noise, noise rock, sludge metal, doom metal, violent and frightening grind",2016,3/23/2016,7
1132,Baauer - Aa ALBUM REVIEW," 2016 / trap, wonky",2016,3/22/2016,6
1133,Lil Yachty - Lil Boat MIXTAPE REVIEW," 2016 / self-released / cloud rap, trap rap, auto-tuned dream rap ballads that feel good",2016,3/21/2016,7
1134,The Drones - Feelin' Kinda Free ALBUM REVIEW," 2016 / tfs records / experimental rock, art rock, post-punk, noise rock",2016,3/18/2016,8
1135,Iggy Pop - Post-Pop Depression ALBUM REVIEW," 2016 / loma vista / art rock, post-punk, alternative rock",2016,3/17/2016,7
1136,Denzel Curry - Imperial ALBUM REVIEW," 2016 / self-released / trap, cloud rap, hardcore hip hop, memphis rap",2016,3/16/2016,8
1137,Flatbush Zombies - 3001: A Laced Odyssey ALBUM REVIEW," 2016 / glorious dead recordings / cloud rap, east coast hip hop, boom bap",2016,3/15/2016,6
1138,ORANSSI PAZUZU - Värähtelijä ALBUM REVIEW," 2016 / 20 buck spin, black metal, psychedelic metal, ",2016,3/14/2016,7
1139,Lemon Demon - Spirit Phone ALBUM REVIEW," 2016 / new wave, post-punk, synth pop, synth punk",2016,3/10/2016,8
1140,"The 1975 - I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It ALBUM REVIEW"," 2016 / interscope / pop rock, new wave, shoegaze, indietronica",2016,3/9/2016,4
1141,Mr. Yote - The Terrible Tales of Scurvy Jones EP REVIEW, 2016 / fly high society / experimental hip hop,2016,3/9/2016,7
1142,Big Ups - Before A Million Universes ALBUM REVIEW," 2016 / exploding in sound / post-hardcore, post-rock, noise rock, punk rock",2016,3/4/2016,8
1143,Wild Nothing - Life of Pause ALBUM REVIEW," 2016 / indie pop, dream pop, jangle pop",2016,3/3/2016,5
1144,Charli XCX - Vroom Vroom EP REVIEW, 2016 / vroom vroom records / nutty futuristic pop,2016,3/2/2016,8
1145,Macklemore & Ryan Lewis - This Unruly Mess I've Made ALBUM REVIEW," 2016 / macklemore llc / pop rap, conscious hip hop",2016,3/1/2016,6
1146,Yung Lean - Warlord ALBUM REVIEW, 2016 / year00001 / cloud rap,2016,2/28/2016,3
1147,Star Wars Head Space VARIOUS ARTISTS COMPILATION REVIEW, 2016 / hollywood records / musical regrets,2016,2/26/2016,2
1148,Matmos - Ultimate Care II ALBUM REVIEW, 2016 / washing machine sample music that's awesome,2016,2/25/2016,8
1149,Nevermen - Self-Titled ALBUM REVIEW," 2016 / ipecac / art rock, alternative rock, experimental hip hop, indie rock",2016,2/23/2016,7
1150,Santigold - 99 Cents ALBUM REVIEW," 2016 / atlantic records / electropop, dancehall, alternative pop, ",2016,2/22/2016,7
1151,Animal Collective - Painting With ALBUM REVIEW," 2016 / domino records / psychedelic pop, neo-psych",2016,2/18/2016,5
1152,Porches - Pool ALBUM REVIEW," 2016 / synth pop, indie pop",2016,2/17/2016,5
1153,Kanye West - The Life of Pablo ALBUM REVIEW," 2016 / g.o.o.d. music / hip hop, experimental hip hop, trap rap",2016,2/15/2016,6
1154,Lucinda Williams - The Ghosts of Highway 20 ALBUM REVIEW," 2016 / highway 20 records / americana, alt-country, blues rock",2016,2/12/2016,6
1155,Bones - Useless MIXTAPE REVIEW," 2016 / teamsesh / cloud rap, memphis rap",2016,2/11/2016,7
1156,Majid Jordan - Self-Titled ALBUM REVIEW," 2016 / ovo records / alternative r&b, contemporary r&b",2016,2/10/2016,4
1157,Future - EVOL ALBUM REVIEW," 2016 / epic records / trap rap, pop rap, southern hip hop",2016,2/9/2016,6
1158,Young Thug - I'm Up MIXTAPE REVIEW," 2016 / trap rap, southern hip hop, trap\u0026b",2016,2/7/2016,5
1159,DIIV - Is The Is Are ALBUM REVIEW," 2016 / dream pop, jangle pop, krautrock, post-punk, neo-psychedelia",2016,2/4/2016,6
1160,Bloc Party - Hymns ALBUM REVIEW," 2016 / infectious / indie rock, synth pop, alternative dance, indietronica",2016,2/3/2016,6
1161,Rihanna - ANTI ALBUM REVIEW," 2016 / roc nation / pop, contemporary r&b, neo-soul ",2016,2/1/2016,4
1162,Massive Attack - Ritual Spirit EP REVIEW," 2016 / melankolic / trip hop, downtempo, 2-step",2016,1/29/2016,8
1163,Chairlift - Moth ALBUM REVIEW," 2016 / columbia / synth pop, indie pop",2016,1/29/2016,7
1164,Pop. 1280 - Paradise ALBUM REVIEW," 2016 / noise rock, gothic rock, industrial rock, dark ambient",2016,1/28/2016,8
1165,Megadeth - Dystopia ALBUM REVIEW," 2016 / tradecraft / thrash metal, heavy metal",2016,1/26/2016,4
1166,Savages - Adore Life ALBUM REVIEW, 2016 / matador records / post-punk,2016,1/22/2016,6
1167,Jesu / Sun Kil Moon - Self-Titled ALBUM REVIEW," 2016 / caldo verde / spoken word, singer-songwriter, shoegaze, ambient, post-metal, contemporary folk",2016,1/20/2016,6
1168,Anderson .Paak - Malibu ALBUM REVIEW," 2016 / steel wool / soul, funk, pop, alternative r&b, hip hop",2016,1/19/2016,7
1169,Ty Segall - Emotional Mugger ALBUM REVIEW," 2016 / drag city / garage punk, noise rock, psych rock",2016,1/18/2016,8
1170,Meridian Brothers - Los Suicidas ALBUM REVIEW, 2016 / soundway records / electric cumbia,2016,1/14/2016,7
1171,Hinds - Leave Me Alone ALBUM REVIEW," 2016 / garage rock, garage rock revival, lo-fi indie, post-punky beach rock vibes",2016,1/13/2016,6
1172,David Bowie - ★ (Blackstar) ALBUM REVIEW [R.I.P. BOWIE]," 2016 / columbia / art rock, glam rock",2016,1/12/2016,9
1173,Benjamin Clementine - At Least For Now ALBUM REVIEW," 2015 / barclay / singer-songwriter, chamber pop, vocal jazz, soul",2015,1/11/2016,7
1174,Krallice - Hyperion EP REVIEW," 2015 / self-released / black metal, progressive metal, and a dab of technical death metal",2015,1/6/2016,7
1175,Cage the Elephant - Tell Me I'm Pretty ALBUM REVIEW," 2015 / garage rock, psych rock, psych pop, indie rock, garage rock revival",2015,1/5/2016,6
1176,Pusha T - King Push – Darkest Before Dawn: The Prelude ALBUM REVIEW," 2015 / g.o.o.d. music / hardcore hip hop, trap rap",2015,12/19/2015,7
1177,Baroness - Purple ALBUM REVIEW," 2015 / abraxan hymns / sludge metal, progressive rock, stoner rock, alternative rock",2015,12/19/2015,8
1178,Beach Slang - The Things We Do To Find People Who Feel Like Us ALBUM REVIEW," 2015 / polyvinyl / indie rock, indie pop, shoegaze",2015,12/16/2015,7
1179,Wiki - Lil Me MIXTAPE REVIEW," 2015 / self-released / east coast hip hop, experimental hip hop, abstract hip hop",2015,12/15/2015,7
1180,Archy Marshall - A New Place 2 Drown ALBUM REVIEW," 2015 / true panther / abstract hip hop, downtempo, alternative r&b",2015,12/14/2015,4
1181,G-Eazy - When it's Dark Out ALBUM REVIEW, 2015 / rca records / pop rap,2015,12/11/2015,4
1182,Cavanaugh - Time & Materials ALBUM REVIEW," 2015 / mello music group / abstract hip hop, experimental hip hop",2015,12/11/2015,6
1183,Coldplay - A Head Full of Dreams ALBUM REVIEW," 2015 / parlophone / pop rock, ",2015,12/10/2015,5
1184,Erykah Badu - But You Caint Use My Phone MIXTAPE REVIEW," 2015 / soul, neo-soul, contemporary r&b, pop rap",2015,12/9/2015,6
1185,Sophie - Product COMPILATION REVIEW," 2015 / pc music / uk bass, trap, noise, bubblegum bangers that bend your mind, electropop",2015,12/7/2015,8
1186,James Ferraro - Skid Row ALBUM REVIEW," 2015 / break world records / experimental, hypnagogic pop, alternative r&b, soft rock, sound collage",2015,12/3/2015,4
1187,Sunn o))) - Kannon ALBUM REVIEW," 2015 / southern lord / drone metal, doom metal, drone, noise",2015,12/2/2015,6
1188,Waka Flocka Flame - Flockaveli 1.5 MIXTAPE REVIEW, 2015 / ,2015,11/29/2015,7
1189,Arca - Mutant ALBUM REVIEW," 2015 / mute / progressive electronic, idm, glitch, ambient",2015,11/25/2015,6
1190,Freddie Gibbs - Shadow of a Doubt ALBUM REVIEW," 2015 / esgn / trap, cloud rap, moody hardcore hip hop",2015,11/24/2015,7
1191,Adele - 25 ALBUM REVIEW," 2015 / soul, pop",2015,11/23/2015,7
1192,Ty Dolla $ign - Free TC ALBUM REVIEW," 2015 / atlantic / pop rap, contemporary r&b, trap, edm",2015,11/22/2015,6
1193,King Gizzard & the Lizard Wizard - Paper Mâché Dream Balloon ALBUM REVIEW, 2015 / ,2015,11/20/2015,7
1194,Anna Von Hausswolff - The Miraculous ALBUM REVIEW," 2015 / pomperipossa / drone, experimental rock, singer-songwriter",2015,11/19/2015,6
1195,Justin Bieber - Purpose ALBUM REVIEW," 2015 / def jam recordings / dance-pop, contemporary r&b, pop soul, electrohouse",2015,11/18/2015,5
1196,Logic - The Incredible True Story ALBUM REVIEW," 2015 / pop rap, jazz rap",2015,11/17/2015,6
1197,The Garden - Haha ALBUM REVIEW," 2015 / epitaph / post-punk, neo-new wave for strange people with senses of humor",2015,11/16/2015,5
1198,"Goldlink - And After That, We Didn't Talk ALBUM REVIEW"," 2015 / soulection / jazz rap, pop rap, hip house, contemporary r&b",2015,11/13/2015,2
1199,Busdriver - Thumbs ALBUM (MIXTAPE?) REVIEW," 2015 / self-released / abstract hip hop, experimental hip hop, jazz rap, conscious hip hop",2015,11/12/2015,6
1200,Kylesa - Exhausting Fire ALBUM REVIEW," 2015 / season of mist / stoner metal, sludge metal, heavy psych",2015,11/11/2015,7
1201,Grimes - Art Angels ALBUM REVIEW," 2015 / electropop, dance pop, ",2015,11/9/2015,7
1202,Car Seat Headrest - Teens of Style ALBUM REVIEW," 2015 / lo-fi rock, indie rock, singer-songwriter",2015,11/6/2015,7
1203,Panopticon - Autumn Eternal ALBUM REVIEW, 2015 / ,2015,11/5/2015,8
1204,M.E.D. Blu and Madlib - Bad Neighbor ALBUM REVIEW," 2015 / west coast hip hop, lo-fi abstract hip hop",2015,11/4/2015,4
1205,Iglooghost - Chinese Nü Yr EP REVIEW," 2015 / brainfeeder / wonky, futuristic purple sound, inter-dimensional ear candy, pure electronic insanity",2015,11/3/2015,8
1206,Foxing - Dealer ALBUM REVIEW," 2015 / triple crown records / post-rock, emo",2015,11/2/2015,3
1207,Twitching Tongues - Disharmony ALBUM REVIEW ft. Myke C-Town," 2015 / metal blade / metalcore, alt metal",2015,10/30/2015,3
1208,Protomartyr - The Agent Intellect ALBUM REVIEW, 2015 / hardly art / post-punk,2015,10/29/2015,7
1209,Machine Gun Kelly - General Admission ALBUM REVIEW," 2015 / bad boy / pop rap, hardcore hip hop, raprock",2015,10/28/2015,3
1210,Joanna Newsom - Divers ALBUM REVIEW," 2015 / drag city / baroque folk, indie folk, art pop, progressive pop, singer-songwriter",2015,10/27/2015,8
1211,Uncommon Nasa - Halfway ALBUM REVIEW," 2015 / east coast hip hop, abstract hip hop, conscious hip hop",2015,10/26/2015,7
1212,The Game - The Documentary 2.5 ALBUM REVIEW," 2015 / blood money and entertainment one u.s. / hardcore hip hop, gansta rap, west coast hip hop, g funk",2015,10/26/2015,8
1213,Raury - All We Need ALBUM REVIEW," 2015 / sony music / singer-songwriter, hip hop, contemporary folk",2015,10/24/2015,5
1214,Big K.R.I.T. - It's Better This Way ALBUM REVIEW," 2015 / self-released free mixtape hosted by dj drama / southern hip hop, pop rap",2015,10/22/2015,5
1215,Deerhunter - Fading Frontier ALBUM REVIEW," 2015 / 4ad / indie rock, shoegaze, synth pop, jangle pop, dream pop",2015,10/22/2015,6
1216,Beach House - Thank Your Lucky Stars ALBUM REVIEW, 2015 / sub pop / dream pop,2015,10/21/2015,5
1217,Neon Indian - VEGA INTL. Night School ALBUM REVIEW," 2015 / mom + pop / synth pop, synth funk",2015,10/20/2015,7
1218,The World Is A Beautiful Place & I Am No Longer Afraid To Die - Harmlessness ALBUM REVIEW," 2015 / epitaph / emo, post-rock, indie rock, pop punk",2015,10/18/2015,7
1219,CHVRCHES - Every Open Eye ALBUM REVIEW," 2015 / glassnote / synth pop, electropop",2015,10/16/2015,5
1220,Alex G - Beach Music ALBUM REVIEW," 2015 / singer-songwriter, lo-fi indie, indie rock",2015,10/14/2015,6
1221,The Game - The Documentary 2 ALBUM REVIEW ft. Luke James," 2015 / blood money \u0026 entertainment one u.s. / gangsta rap, pop rap, hardcore hip hop, west coast hip hop",2015,10/10/2015,6
1222,Loma Prieta - Self Portrait ALBUM REVIEW," 2015 / deathwish inc. / post-hardcore, screamo, noise rock",2015,10/9/2015,7
1223,Disclosure - Caracal ALBUM REVIEW," 2015 / island records / house, uk bass, alternative r&b",2015,10/8/2015,6
1224,Wavves - V ALBUM REVIEW, 2015 / warner bros recors / ,2015,10/7/2015,4
1225,Kurt Vile - B'lieve I'm Goin Down... ALBUM REVIEW, 2015 / matador / slightly psychedelic and meditative folk rock,2015,10/6/2015,6
1226,Fetty Wap - Self-Titled ALBUM REVIEW," 2015 / 300 entertainment / trap rap, pop rap",2015,10/5/2015,5
1227,Black Breath - Slaves Beyond Death ALBUM REVIEW," 2015 / southern lord / thrash metal, death metal death 'n' roll",2015,10/4/2015,6
1228,Deafheaven - New Bermuda ALBUM REVIEW," 2015 / atmospheric black metal, post-rock, instrumental rock",2015,10/1/2015,6
1229,milo - So the Flies Don't Come ALBUM REVIEW," 2015 / ruby yacht / abstract hip hop, jazz rap",2015,9/30/2015,8
1230,The Front Bottoms - Back On Top ALBUM REVIEW," 2015 / fueled by ramen / pop punk, emo, power pop",2015,9/29/2015,6
1231,Julia Holter - Have You In My Wilderness ALBUM REVIEW," 2015 / domino records / dream pop, baroque pop",2015,9/28/2015,9
1232,Ought - Sun Coming Down ALBUM REVIEW," 2015 / constellation / post-punk, art punk, heart punk",2015,9/25/2015,8
1233,Drake & Future - What A Time To Be Alive MIXTAPE REVIEW," 2015 / cash money records / pop rap, trap rap",2015,9/24/2015,6
1234,Lana Del Rey - Honeymoon ALBUM REVIEW," 2015 / polydor / baroque pop, dream pop, vocal pop",2015,9/23/2015,5
1235,Mac Miller - GO:OD AM ALBUM REVIEW," 2015 / warner bros. / jazz rap, cloud rap, abstract hip hop",2015,9/22/2015,7
1236,The Underachievers - Evermore: The Art of Duality ALBUM REVIEW," 2015 / rpm msc / east coast hip hop, hardcore hip hop, cloud rap, conscious hip hop",2015,9/21/2015,8
1237,Battles - La Di Da Di ALBUM REVIEW," 2015 / warp / experimental rock, math rock",2015,9/17/2015,6
1238,The Libertines - Anthems For Doomed Youth ALBUM REVIEW ft. The Daily Guru, 2015 / ,2015,9/16/2015,6
1239,Whitey Morgan and the 78's - Sonic Ranch ALBUM REVIEW," 2015 / self-released / outlaw country, country, singer-songwriter",2015,9/16/2015,7
1240,Jay Rock - 90059 ALBUM REVIEW," 2015 / gangsta rap, pop rap, conscious hip hop",2015,9/15/2015,6
1241,Myrkur - M ALBUM REVIEW, 2015 / black metal,2015,9/15/2015,6
1242,FIDLAR - Too ALBUM REVIEW, 2015 / garage punk,2015,9/11/2015,4
1243,The Wonder Years - No Closer To Heaven ALBUM REVIEW," 2015 / hopeless records / emo, pop punk, alternative rock",2015,9/10/2015,5
1244,Iron Maiden - The Book of Souls ALBUM REVIEW, 2015 / bmg recorded music  / heavy metal,2015,9/9/2015,6
1245,Dam-Funk - Invite the Light ALBUM REVIEW," 2015 / stones throw / synth funk, contemporary r&b, wonky",2015,9/8/2015,7
1246,Travis Scott - Rodeo ALBUM REVIEW," 2015 / grand hustle / trap rap, southern hip hop, pop rap",2015,9/7/2015,8
1247,Foals - What Went Down ALBUM REVIEW," 2015 / indie rock, indie pop",2015,9/3/2015,5
1248,Krallice - Ygg Huur ALBUM REVIEW," 2015 / self-released / progressive metal, black metal",2015,9/3/2015,6
1249,Deradoorian - The Expanding Flower Planet ALBUM REVIEW ft. Spectrum Pulse," 2015 / anticon. / psychedelic pop, art pop, ",2015,9/1/2015,6
1250,Destroyer - Poison Season ALBUM REVIEW," 2015 / merge / singer-songwriter, rock poet madness, baroque pop, spoken word, lullabyes, jazz",2015,8/28/2015,8
1251,The Weeknd - Beauty Behind the Madness ALBUM REVIEW, 2015 / ,2015,8/26/2015,5
1252,Dope Body - Kunk ALBUM REVIEW," 2015 / drag city / noise rock, post-hardcore, caveman tunes",2015,8/26/2015,7
1253,Carly Rae Jepsen - Emotion ALBUM REVIEW," 2015 / interscope / pop, dance pop, synth pop",2015,8/24/2015,7
1254,Beach House - Depression Cherry ALBUM REVIEW," 2015 / sub pop / dream pop, indie pop, a lil bit o' shoegaze",2015,8/21/2015,6
1255,Ghost - Meliora ALBUM REVIEW," 2015 / loma vista / heavy metal, prog rock, hard rock, occult shit",2015,8/18/2015,9
1256,Mick Jenkins - Wave[s] EP REVIEW," 2015 / cinematic music group / pop rap, conscious hip hop",2015,8/17/2015,6
